,game,posteam,yards,stadium
536,2011_01_BUF_KC,KC,2381,KAN00
537,2011_01_BUF_KC,BUF,1502,KAN00
538,2011_01_CAR_ARI,CAR,2194,PHO00
539,2011_01_CAR_ARI,ARI,1744,PHO00
540,2011_01_CIN_CLE,CLE,2275,CLE00
541,2011_01_CIN_CLE,CIN,1935,CLE00
542,2011_01_DAL_NYJ,DAL,2242,NYC01
543,2011_01_DAL_NYJ,NYJ,2710,NYC01
544,2011_01_DET_TB,DET,1879,TAM00
545,2011_01_DET_TB,TB,2598,TAM00
546,2011_01_IND_HOU,HOU,1323,HOU00
547,2011_01_IND_HOU,IND,2064,HOU00
548,2011_01_MIN_SD,MIN,1388,SDG00
549,2011_01_MIN_SD,LAC,2426,SDG00
550,2011_01_NE_MIA,MIA,2770,MIA00
551,2011_01_NE_MIA,NE,2713,MIA00
552,2011_01_NO_GB,GB,2033,GNB00
553,2011_01_NO_GB,NO,2773,GNB00
554,2011_01_NYG_WAS,WAS,2075,WAS00
555,2011_01_NYG_WAS,NYG,2195,WAS00
556,2011_01_OAK_DEN,DEN,2509,DEN00
557,2011_01_OAK_DEN,LV,1505,DEN00
558,2011_01_PHI_STL,PHI,1822,STL00
559,2011_01_PHI_STL,LA,2217,STL00
560,2011_01_PIT_BAL,BAL,1610,BAL00
561,2011_01_PIT_BAL,PIT,2387,BAL00
562,2011_01_SEA_SF,SEA,2280,SFO00
563,2011_01_SEA_SF,SF,1504,SFO00
564,2011_01_TEN_JAX,TEN,1926,JAX00
565,2011_01_TEN_JAX,JAX,1536,JAX00
566,2011_02_ARI_WAS,WAS,2327,WAS00
567,2011_02_ARI_WAS,ARI,1854,WAS00
568,2011_02_BAL_TEN,BAL,2179,NAS00
569,2011_02_BAL_TEN,TEN,2081,NAS00
570,2011_02_CHI_NO,CHI,2878,NOR00
571,2011_02_CHI_NO,NO,1939,NOR00
572,2011_02_CIN_DEN,DEN,1809,DEN00
573,2011_02_CIN_DEN,CIN,2511,DEN00
574,2011_02_CLE_IND,IND,2109,IND00
575,2011_02_CLE_IND,CLE,1894,IND00
576,2011_02_DAL_SF,DAL,2394,SFO00
577,2011_02_DAL_SF,SF,1841,SFO00
578,2011_02_GB_CAR,CAR,2591,CAR00
579,2011_02_GB_CAR,GB,1784,CAR00
580,2011_02_HOU_MIA,HOU,1905,MIA00
581,2011_02_HOU_MIA,MIA,1922,MIA00
582,2011_02_JAX_NYJ,NYJ,1603,NYC01
583,2011_02_JAX_NYJ,JAX,1849,NYC01
584,2011_02_KC_DET,DET,2174,DET00
585,2011_02_KC_DET,KC,1720,DET00
586,2011_02_OAK_BUF,LV,2070,BUF00
587,2011_02_OAK_BUF,BUF,2453,BUF00
588,2011_02_PHI_ATL,PHI,2251,ATL00
589,2011_02_PHI_ATL,ATL,1888,ATL00
590,2011_02_SD_NE,LAC,1958,BOS00
591,2011_02_SD_NE,NE,2035,BOS00
592,2011_02_SEA_PIT,PIT,1607,PIT00
593,2011_02_SEA_PIT,SEA,2146,PIT00
594,2011_02_STL_NYG,NYG,1823,NYC01
595,2011_02_STL_NYG,LA,2813,NYC01
596,2011_02_TB_MIN,TB,1813,MIN00
597,2011_02_TB_MIN,MIN,1932,MIN00
598,2011_03_ARI_SEA,SEA,2058,SEA00
599,2011_03_ARI_SEA,ARI,2296,SEA00
600,2011_03_ATL_TB,ATL,2601,TAM00
601,2011_03_ATL_TB,TB,1744,TAM00
602,2011_03_BAL_STL,LA,2061,STL00
603,2011_03_BAL_STL,BAL,2480,STL00
604,2011_03_DEN_TEN,DEN,2170,NAS00
605,2011_03_DEN_TEN,TEN,1941,NAS00
606,2011_03_DET_MIN,MIN,2195,MIN00
607,2011_03_DET_MIN,DET,2840,MIN00
608,2011_03_GB_CHI,GB,2179,CHI98
609,2011_03_GB_CHI,CHI,2400,CHI98
610,2011_03_HOU_NO,HOU,2254,NOR00
611,2011_03_HOU_NO,NO,2670,NOR00
612,2011_03_JAX_CAR,CAR,1928,CAR00
613,2011_03_JAX_CAR,JAX,1386,CAR00
614,2011_03_KC_SD,KC,1501,SDG00
615,2011_03_KC_SD,LAC,2132,SDG00
616,2011_03_MIA_CLE,MIA,1817,CLE00
617,2011_03_MIA_CLE,CLE,2116,CLE00
618,2011_03_NE_BUF,NE,2279,BUF00
619,2011_03_NE_BUF,BUF,2372,BUF00
620,2011_03_NYG_PHI,NYG,1505,PHI00
621,2011_03_NYG_PHI,PHI,1690,PHI00
622,2011_03_NYJ_OAK,LV,1890,OAK00
623,2011_03_NYJ_OAK,NYJ,2327,OAK00
624,2011_03_PIT_IND,PIT,2071,IND00
625,2011_03_PIT_IND,IND,2347,IND00
626,2011_03_SF_CIN,CIN,2009,CIN00
627,2011_03_SF_CIN,SF,1998,CIN00
628,2011_03_WAS_DAL,WAS,2406,DAL00
629,2011_03_WAS_DAL,DAL,2070,DAL00
630,2011_04_ATL_SEA,SEA,2095,SEA00
631,2011_04_ATL_SEA,ATL,2501,SEA00
632,2011_04_BUF_CIN,BUF,2371,CIN00
633,2011_04_BUF_CIN,CIN,2371,CIN00
634,2011_04_CAR_CHI,CAR,2717,CHI98
635,2011_04_CAR_CHI,CHI,1280,CHI98
636,2011_04_DEN_GB,DEN,1904,GNB00
637,2011_04_DEN_GB,GB,2041,GNB00
638,2011_04_DET_DAL,DET,2301,DAL00
639,2011_04_DET_DAL,DAL,2536,DAL00
640,2011_04_IND_TB,IND,2101,TAM00
641,2011_04_IND_TB,TB,2283,TAM00
642,2011_04_MIA_SD,LAC,1929,SDG00
643,2011_04_MIA_SD,MIA,1999,SDG00
644,2011_04_MIN_KC,MIN,1915,KAN00
645,2011_04_MIN_KC,KC,1702,KAN00
646,2011_04_NE_OAK,LV,2113,OAK00
647,2011_04_NE_OAK,NE,1733,OAK00
648,2011_04_NO_JAX,JAX,2463,JAX00
649,2011_04_NO_JAX,NO,2599,JAX00
650,2011_04_NYG_ARI,NYG,2229,PHO00
651,2011_04_NYG_ARI,ARI,1992,PHO00
652,2011_04_NYJ_BAL,BAL,2048,BAL00
653,2011_04_NYJ_BAL,NYJ,2336,BAL00
654,2011_04_PIT_HOU,HOU,1271,HOU00
655,2011_04_PIT_HOU,PIT,1894,HOU00
656,2011_04_SF_PHI,PHI,2601,PHI00
657,2011_04_SF_PHI,SF,1983,PHI00
658,2011_04_TEN_CLE,CLE,3088,CLE00
659,2011_04_TEN_CLE,TEN,1431,CLE00
660,2011_04_WAS_STL,LA,2724,STL00
661,2011_04_WAS_STL,WAS,1809,STL00
662,2011_05_ARI_MIN,ARI,2793,MIN00
663,2011_05_ARI_MIN,MIN,1314,MIN00
664,2011_05_CHI_DET,DET,1505,DET00
665,2011_05_CHI_DET,CHI,2165,DET00
666,2011_05_CIN_JAX,JAX,1826,JAX00
667,2011_05_CIN_JAX,CIN,1886,JAX00
668,2011_05_GB_ATL,ATL,1910,ATL00
669,2011_05_GB_ATL,GB,2332,ATL00
670,2011_05_KC_IND,IND,1725,IND00
671,2011_05_KC_IND,KC,1808,IND00
672,2011_05_NO_CAR,CAR,1758,CAR00
673,2011_05_NO_CAR,NO,2282,CAR00
674,2011_05_NYJ_NE,NYJ,1917,BOS00
675,2011_05_NYJ_NE,NE,1987,BOS00
676,2011_05_OAK_HOU,LV,2374,HOU00
677,2011_05_OAK_HOU,HOU,2831,HOU00
678,2011_05_PHI_BUF,PHI,1951,BUF00
679,2011_05_PHI_BUF,BUF,1652,BUF00
680,2011_05_SD_DEN,DEN,1581,DEN00
681,2011_05_SD_DEN,LAC,1919,DEN00
682,2011_05_SEA_NYG,SEA,2730,NYC01
683,2011_05_SEA_NYG,NYG,2579,NYC01
684,2011_05_TB_SF,TB,2313,SFO00
685,2011_05_TB_SF,SF,1115,SFO00
686,2011_05_TEN_PIT,TEN,2566,PIT00
687,2011_05_TEN_PIT,PIT,1794,PIT00
688,2011_06_BUF_NYG,NYG,1752,NYC01
689,2011_06_BUF_NYG,BUF,1853,NYC01
690,2011_06_CAR_ATL,ATL,1369,ATL00
691,2011_06_CAR_ATL,CAR,1883,ATL00
692,2011_06_CLE_OAK,CLE,2522,OAK00
693,2011_06_CLE_OAK,LV,1662,OAK00
694,2011_06_DAL_NE,DAL,2207,BOS00
695,2011_06_DAL_NE,NE,2325,BOS00
696,2011_06_HOU_BAL,HOU,2293,BAL00
697,2011_06_HOU_BAL,BAL,2026,BAL00
698,2011_06_IND_CIN,CIN,1788,CIN00
699,2011_06_IND_CIN,IND,2063,CIN00
700,2011_06_JAX_PIT,JAX,1892,PIT00
701,2011_06_JAX_PIT,PIT,1617,PIT00
702,2011_06_MIA_NYJ,NYJ,1655,NYC01
703,2011_06_MIA_NYJ,MIA,2456,NYC01
704,2011_06_MIN_CHI,MIN,2534,CHI98
705,2011_06_MIN_CHI,CHI,1800,CHI98
706,2011_06_NO_TB,TB,2263,TAM00
707,2011_06_NO_TB,NO,2453,TAM00
708,2011_06_PHI_WAS,PHI,1668,WAS00
709,2011_06_PHI_WAS,WAS,2385,WAS00
710,2011_06_SF_DET,DET,3050,DET00
711,2011_06_SF_DET,SF,2369,DET00
712,2011_06_STL_GB,LA,2720,GNB00
713,2011_06_STL_GB,GB,1664,GNB00
714,2011_07_ATL_DET,DET,2288,DET00
715,2011_07_ATL_DET,ATL,2190,DET00
716,2011_07_BAL_JAX,BAL,2487,JAX00
717,2011_07_BAL_JAX,JAX,1531,JAX00
718,2011_07_CHI_TB,CHI,1912,LON00
719,2011_07_CHI_TB,TB,2961,LON00
720,2011_07_DEN_MIA,MIA,2128,MIA00
721,2011_07_DEN_MIA,DEN,2141,MIA00
722,2011_07_GB_MIN,MIN,2116,MIN00
723,2011_07_GB_MIN,GB,1999,MIN00
724,2011_07_HOU_TEN,HOU,1275,NAS00
725,2011_07_HOU_TEN,TEN,1985,NAS00
726,2011_07_IND_NO,IND,1569,NOR00
727,2011_07_IND_NO,NO,1779,NOR00
728,2011_07_KC_OAK,KC,1663,OAK00
729,2011_07_KC_OAK,LV,1960,OAK00
730,2011_07_PIT_ARI,ARI,2089,PHO00
731,2011_07_PIT_ARI,PIT,2291,PHO00
732,2011_07_SD_NYJ,NYJ,1872,NYC01
733,2011_07_SD_NYJ,LAC,2007,NYC01
734,2011_07_SEA_CLE,SEA,1935,CLE00
735,2011_07_SEA_CLE,CLE,2110,CLE00
736,2011_07_STL_DAL,LA,1959,DAL00
737,2011_07_STL_DAL,DAL,1427,DAL00
738,2011_07_WAS_CAR,CAR,1631,CAR00
739,2011_07_WAS_CAR,WAS,2126,CAR00
740,2011_08_ARI_BAL,ARI,1758,BAL00
741,2011_08_ARI_BAL,BAL,3087,BAL00
742,2011_08_CIN_SEA,CIN,1638,SEA00
743,2011_08_CIN_SEA,SEA,3093,SEA00
744,2011_08_CLE_SF,CLE,2161,SFO00
745,2011_08_CLE_SF,SF,1394,SFO00
746,2011_08_DAL_PHI,PHI,1664,PHI00
747,2011_08_DAL_PHI,DAL,2208,PHI00
748,2011_08_DET_DEN,DEN,2839,DEN00
749,2011_08_DET_DEN,DET,1779,DEN00
750,2011_08_IND_TEN,IND,2760,NAS00
751,2011_08_IND_TEN,TEN,1918,NAS00
752,2011_08_JAX_HOU,HOU,1765,HOU00
753,2011_08_JAX_HOU,JAX,2050,HOU00
754,2011_08_MIA_NYG,NYG,2347,NYC01
755,2011_08_MIA_NYG,MIA,1714,NYC01
756,2011_08_MIN_CAR,MIN,1744,CAR00
757,2011_08_MIN_CAR,CAR,2033,CAR00
758,2011_08_NE_PIT,PIT,2685,PIT00
759,2011_08_NE_PIT,NE,1994,PIT00
760,2011_08_NO_STL,LA,2184,STL00
761,2011_08_NO_STL,NO,2683,STL00
762,2011_08_SD_KC,LAC,2622,KAN00
763,2011_08_SD_KC,KC,2040,KAN00
764,2011_08_WAS_BUF,WAS,2432,BUF01
765,2011_08_WAS_BUF,BUF,1546,BUF01
766,2011_09_ATL_IND,IND,2343,IND00
767,2011_09_ATL_IND,ATL,1493,IND00
768,2011_09_BAL_PIT,BAL,2539,PIT00
769,2011_09_BAL_PIT,PIT,2007,PIT00
770,2011_09_CHI_PHI,CHI,1747,PHI00
771,2011_09_CHI_PHI,PHI,2132,PHI00
772,2011_09_CIN_TEN,TEN,2365,NAS00
773,2011_09_CIN_TEN,CIN,2226,NAS00
774,2011_09_CLE_HOU,HOU,1498,HOU00
775,2011_09_CLE_HOU,CLE,1689,HOU00
776,2011_09_DEN_OAK,LV,2077,OAK00
777,2011_09_DEN_OAK,DEN,1533,OAK00
778,2011_09_GB_SD,LAC,2583,SDG00
779,2011_09_GB_SD,GB,1770,SDG00
780,2011_09_MIA_KC,KC,2593,KAN00
781,2011_09_MIA_KC,MIA,1296,KAN00
782,2011_09_NYG_NE,NYG,2445,BOS00
783,2011_09_NYG_NE,NE,2864,BOS00
784,2011_09_NYJ_BUF,BUF,1920,BUF00
785,2011_09_NYJ_BUF,NYJ,1621,BUF00
786,2011_09_SEA_DAL,DAL,1753,DAL00
787,2011_09_SEA_DAL,SEA,1860,DAL00
788,2011_09_SF_WAS,WAS,2766,WAS00
789,2011_09_SF_WAS,SF,1469,WAS00
790,2011_09_STL_ARI,LA,2596,PHO00
791,2011_09_STL_ARI,ARI,1970,PHO00
792,2011_09_TB_NO,TB,2071,NOR00
793,2011_09_TB_NO,NO,1863,NOR00
794,2011_10_ARI_PHI,ARI,2358,PHI00
795,2011_10_ARI_PHI,PHI,2063,PHI00
796,2011_10_BAL_SEA,SEA,1831,SEA00
797,2011_10_BAL_SEA,BAL,2923,SEA00
798,2011_10_BUF_DAL,DAL,1293,DAL00
799,2011_10_BUF_DAL,BUF,1912,DAL00
800,2011_10_DEN_KC,KC,2119,KAN00
801,2011_10_DEN_KC,DEN,816,KAN00
802,2011_10_DET_CHI,DET,3248,CHI98
803,2011_10_DET_CHI,CHI,1440,CHI98
804,2011_10_HOU_TB,HOU,1158,TAM00
805,2011_10_HOU_TB,TB,2398,TAM00
806,2011_10_JAX_IND,IND,1807,IND00
807,2011_10_JAX_IND,JAX,1299,IND00
808,2011_10_MIN_GB,MIN,2296,GNB00
809,2011_10_MIN_GB,GB,1598,GNB00
810,2011_10_NE_NYJ,NYJ,2558,NYC01
811,2011_10_NE_NYJ,NE,2173,NYC01
812,2011_10_NO_ATL,ATL,2696,ATL00
813,2011_10_NO_ATL,NO,2367,ATL00
814,2011_10_NYG_SF,NYG,2093,SFO00
815,2011_10_NYG_SF,SF,1794,SFO00
816,2011_10_OAK_SD,LV,1341,SDG00
817,2011_10_OAK_SD,LAC,2866,SDG00
818,2011_10_PIT_CIN,CIN,1651,CIN00
819,2011_10_PIT_CIN,PIT,2030,CIN00
820,2011_10_STL_CLE,CLE,1851,CLE00
821,2011_10_STL_CLE,LA,1603,CLE00
822,2011_10_TEN_CAR,CAR,2486,CAR00
823,2011_10_TEN_CAR,TEN,1539,CAR00
824,2011_10_WAS_MIA,WAS,1897,MIA00
825,2011_10_WAS_MIA,MIA,1617,MIA00
826,2011_11_ARI_SF,ARI,2043,SFO00
827,2011_11_ARI_SF,SF,2066,SFO00
828,2011_11_BUF_MIA,BUF,2590,MIA00
829,2011_11_BUF_MIA,MIA,1358,MIA00
830,2011_11_CAR_DET,DET,1983,DET00
831,2011_11_CAR_DET,CAR,2316,DET00
832,2011_11_CIN_BAL,CIN,2657,BAL00
833,2011_11_CIN_BAL,BAL,1842,BAL00
834,2011_11_DAL_WAS,DAL,2395,WAS00
835,2011_11_DAL_WAS,WAS,2462,WAS00
836,2011_11_JAX_CLE,CLE,1412,CLE00
837,2011_11_JAX_CLE,JAX,1976,CLE00
838,2011_11_KC_NE,KC,2293,BOS00
839,2011_11_KC_NE,NE,1564,BOS00
840,2011_11_NYJ_DEN,DEN,1598,DEN00
841,2011_11_NYJ_DEN,NYJ,2303,DEN00
842,2011_11_OAK_MIN,MIN,2052,MIN00
843,2011_11_OAK_MIN,LV,1766,MIN00
844,2011_11_PHI_NYG,PHI,1890,NYC01
845,2011_11_PHI_NYG,NYG,2389,NYC01
846,2011_11_SD_CHI,CHI,1667,CHI98
847,2011_11_SD_CHI,LAC,1893,CHI98
848,2011_11_SEA_STL,SEA,1783,STL00
849,2011_11_SEA_STL,LA,2456,STL00
850,2011_11_TB_GB,TB,2221,GNB00
851,2011_11_TB_GB,GB,1970,GNB00
852,2011_11_TEN_ATL,TEN,2476,ATL00
853,2011_11_TEN_ATL,ATL,1496,ATL00
854,2011_12_ARI_STL,LA,2321,STL00
855,2011_12_ARI_STL,ARI,1616,STL00
856,2011_12_BUF_NYJ,NYJ,1927,NYC01
857,2011_12_BUF_NYJ,BUF,2447,NYC01
858,2011_12_CAR_IND,CAR,1859,IND00
859,2011_12_CAR_IND,IND,1948,IND00
860,2011_12_CHI_OAK,CHI,2384,OAK00
861,2011_12_CHI_OAK,LV,2461,OAK00
862,2011_12_CLE_CIN,CLE,2203,CIN00
863,2011_12_CLE_CIN,CIN,2128,CIN00
864,2011_12_DEN_SD,LAC,2081,SDG00
865,2011_12_DEN_SD,DEN,1424,SDG00
866,2011_12_GB_DET,DET,2418,DET00
867,2011_12_GB_DET,GB,1945,DET00
868,2011_12_HOU_JAX,JAX,2502,JAX00
869,2011_12_HOU_JAX,HOU,1757,JAX00
870,2011_12_MIA_DAL,DAL,2079,DAL00
871,2011_12_MIA_DAL,MIA,2255,DAL00
872,2011_12_MIN_ATL,ATL,2032,ATL00
873,2011_12_MIN_ATL,MIN,1914,ATL00
874,2011_12_NE_PHI,PHI,2832,PHI00
875,2011_12_NE_PHI,NE,1880,PHI00
876,2011_12_NYG_NO,NO,1994,NOR00
877,2011_12_NYG_NO,NYG,2490,NOR00
878,2011_12_PIT_KC,KC,1594,KAN00
879,2011_12_PIT_KC,PIT,1879,KAN00
880,2011_12_SF_BAL,BAL,1355,BAL00
881,2011_12_SF_BAL,SF,2218,BAL00
882,2011_12_TB_TEN,TB,1881,NAS00
883,2011_12_TB_TEN,TEN,1933,NAS00
884,2011_12_WAS_SEA,WAS,1967,SEA00
885,2011_12_WAS_SEA,SEA,1987,SEA00
886,2011_13_ATL_HOU,ATL,2279,HOU00
887,2011_13_ATL_HOU,HOU,1740,HOU00
888,2011_13_BAL_CLE,CLE,2358,CLE00
889,2011_13_BAL_CLE,BAL,1347,CLE00
890,2011_13_CAR_TB,CAR,1578,TAM00
891,2011_13_CAR_TB,TB,1780,TAM00
892,2011_13_CIN_PIT,PIT,1524,PIT00
893,2011_13_CIN_PIT,CIN,2100,PIT00
894,2011_13_DAL_ARI,DAL,2476,PHO00
895,2011_13_DAL_ARI,ARI,1793,PHO00
896,2011_13_DEN_MIN,MIN,2762,MIN00
897,2011_13_DEN_MIN,DEN,1401,MIN00
898,2011_13_DET_NO,NO,1933,NOR00
899,2011_13_DET_NO,DET,2559,NOR00
900,2011_13_GB_NYG,NYG,2296,NYC01
901,2011_13_GB_NYG,GB,2619,NYC01
902,2011_13_IND_NE,IND,1894,BOS00
903,2011_13_IND_NE,NE,2103,BOS00
904,2011_13_KC_CHI,KC,2000,CHI98
905,2011_13_KC_CHI,CHI,1701,CHI98
906,2011_13_NYJ_WAS,WAS,2981,WAS00
907,2011_13_NYJ_WAS,NYJ,1975,WAS00
908,2011_13_OAK_MIA,LV,2490,MIA00
909,2011_13_OAK_MIA,MIA,1457,MIA00
910,2011_13_PHI_SEA,SEA,1115,SEA00
911,2011_13_PHI_SEA,PHI,1783,SEA00
912,2011_13_SD_JAX,JAX,2129,JAX00
913,2011_13_SD_JAX,LAC,1527,JAX00
914,2011_13_STL_SF,SF,1622,SFO00
915,2011_13_STL_SF,LA,1640,SFO00
916,2011_13_TEN_BUF,BUF,2422,BUF00
917,2011_13_TEN_BUF,TEN,1638,BUF00
918,2011_14_ATL_CAR,ATL,2152,CAR00
919,2011_14_ATL_CAR,CAR,2404,CAR00
920,2011_14_BUF_SD,LAC,1812,SDG00
921,2011_14_BUF_SD,BUF,2240,SDG00
922,2011_14_CHI_DEN,DEN,2341,DEN00
923,2011_14_CHI_DEN,CHI,1775,DEN00
924,2011_14_CLE_PIT,CLE,2107,PIT00
925,2011_14_CLE_PIT,PIT,1372,PIT00
926,2011_14_HOU_CIN,HOU,2509,CIN00
927,2011_14_HOU_CIN,CIN,1913,CIN00
928,2011_14_IND_BAL,IND,2229,BAL00
929,2011_14_IND_BAL,BAL,1688,BAL00
930,2011_14_KC_NYJ,NYJ,1371,NYC01
931,2011_14_KC_NYJ,KC,2209,NYC01
932,2011_14_MIN_DET,DET,1955,DET00
933,2011_14_MIN_DET,MIN,2421,DET00
934,2011_14_NE_WAS,WAS,2002,WAS00
935,2011_14_NE_WAS,NE,1999,WAS00
936,2011_14_NO_TEN,NO,2715,NAS00
937,2011_14_NO_TEN,TEN,2223,NAS00
938,2011_14_NYG_DAL,DAL,1927,DAL00
939,2011_14_NYG_DAL,NYG,2528,DAL00
940,2011_14_OAK_GB,LV,2649,GNB00
941,2011_14_OAK_GB,GB,1809,GNB00
942,2011_14_PHI_MIA,PHI,1985,MIA00
943,2011_14_PHI_MIA,MIA,2273,MIA00
944,2011_14_SF_ARI,SF,2640,PHO00
945,2011_14_SF_ARI,ARI,1808,PHO00
946,2011_14_STL_SEA,SEA,1983,SEA00
947,2011_14_STL_SEA,LA,1986,SEA00
948,2011_14_TB_JAX,TB,1864,JAX00
949,2011_14_TB_JAX,JAX,1796,JAX00
950,2011_15_BAL_SD,BAL,2416,SDG00
951,2011_15_BAL_SD,LAC,1154,SDG00
952,2011_15_CAR_HOU,HOU,1821,HOU00
953,2011_15_CAR_HOU,CAR,1566,HOU00
954,2011_15_CIN_STL,LA,2450,STL00
955,2011_15_CIN_STL,CIN,1596,STL00
956,2011_15_CLE_ARI,CLE,1986,PHO00
957,2011_15_CLE_ARI,ARI,2651,PHO00
958,2011_15_DAL_TB,TB,1767,TAM00
959,2011_15_DAL_TB,DAL,1526,TAM00
960,2011_15_DET_OAK,DET,2687,OAK00
961,2011_15_DET_OAK,LV,2432,OAK00
962,2011_15_GB_KC,KC,1491,KAN00
963,2011_15_GB_KC,GB,2210,KAN00
964,2011_15_JAX_ATL,ATL,1771,ATL00
965,2011_15_JAX_ATL,JAX,1864,ATL00
966,2011_15_MIA_BUF,BUF,3055,BUF00
967,2011_15_MIA_BUF,MIA,1473,BUF00
968,2011_15_NE_DEN,DEN,1757,DEN00
969,2011_15_NE_DEN,NE,1879,DEN00
970,2011_15_NO_MIN,NO,2071,MIN00
971,2011_15_NO_MIN,MIN,2339,MIN00
972,2011_15_NYJ_PHI,PHI,1480,PHI00
973,2011_15_NYJ_PHI,NYJ,2168,PHI00
974,2011_15_PIT_SF,PIT,2556,SFO00
975,2011_15_PIT_SF,SF,1761,SFO00
976,2011_15_SEA_CHI,CHI,1851,CHI98
977,2011_15_SEA_CHI,SEA,1660,CHI98
978,2011_15_TEN_IND,IND,1168,IND00
979,2011_15_TEN_IND,TEN,3069,IND00
980,2011_15_WAS_NYG,WAS,1279,NYC01
981,2011_15_WAS_NYG,NYG,2330,NYC01
982,2011_16_ARI_CIN,ARI,2594,CIN00
983,2011_16_ARI_CIN,CIN,2070,CIN00
984,2011_16_ATL_NO,ATL,3100,NOR00
985,2011_16_ATL_NO,NO,2021,NOR00
986,2011_16_CHI_GB,GB,1614,GNB00
987,2011_16_CHI_GB,CHI,1776,GNB00
988,2011_16_CLE_BAL,CLE,1950,BAL00
989,2011_16_CLE_BAL,BAL,1535,BAL00
990,2011_16_DEN_BUF,BUF,1781,BUF00
991,2011_16_DEN_BUF,DEN,2151,BUF00
992,2011_16_HOU_IND,IND,2516,IND00
993,2011_16_HOU_IND,HOU,1464,IND00
994,2011_16_JAX_TEN,TEN,2345,NAS00
995,2011_16_JAX_TEN,JAX,2455,NAS00
996,2011_16_MIA_NE,MIA,2198,BOS00
997,2011_16_MIA_NE,NE,2766,BOS00
998,2011_16_MIN_WAS,WAS,2431,WAS00
999,2011_16_MIN_WAS,MIN,1614,WAS00
1000,2011_16_NYG_NYJ,NYG,1870,NYC01
1001,2011_16_NYG_NYJ,NYJ,3574,NYC01
1002,2011_16_OAK_KC,LV,1712,KAN00
1003,2011_16_OAK_KC,KC,1815,KAN00
1004,2011_16_PHI_DAL,PHI,1909,DAL00
1005,2011_16_PHI_DAL,DAL,2303,DAL00
1006,2011_16_SD_DET,DET,1928,DET00
1007,2011_16_SD_DET,LAC,2760,DET00
1008,2011_16_SF_SEA,SEA,1956,SEA00
1009,2011_16_SF_SEA,SF,1712,SEA00
1010,2011_16_STL_PIT,LA,1830,PIT00
1011,2011_16_STL_PIT,PIT,1282,PIT00
1012,2011_16_TB_CAR,CAR,1127,CAR00
1013,2011_16_TB_CAR,TB,2180,CAR00
1014,2011_17_BAL_CIN,BAL,1407,CIN00
1015,2011_17_BAL_CIN,CIN,2401,CIN00
1016,2011_17_BUF_NE,BUF,2582,BOS00
1017,2011_17_BUF_NE,NE,2056,BOS00
1018,2011_17_CAR_NO,NO,1698,NOR00
1019,2011_17_CAR_NO,CAR,1817,NOR00
1020,2011_17_CHI_MIN,MIN,2446,MIN00
1021,2011_17_CHI_MIN,CHI,1861,MIN00
1022,2011_17_DAL_NYG,DAL,2230,NYC01
1023,2011_17_DAL_NYG,NYG,1840,NYC01
1024,2011_17_DET_GB,GB,2635,GNB00
1025,2011_17_DET_GB,DET,3119,GNB00
1026,2011_17_IND_JAX,JAX,1345,JAX00
1027,2011_17_IND_JAX,IND,2233,JAX00
1028,2011_17_KC_DEN,KC,1742,DEN00
1029,2011_17_KC_DEN,DEN,1587,DEN00
1030,2011_17_NYJ_MIA,NYJ,1986,MIA00
1031,2011_17_NYJ_MIA,MIA,2004,MIA00
1032,2011_17_PIT_CLE,CLE,2073,CLE00
1033,2011_17_PIT_CLE,PIT,2158,CLE00
1034,2011_17_SD_OAK,LAC,1579,OAK00
1035,2011_17_SD_OAK,LV,2247,OAK00
1036,2011_17_SEA_ARI,SEA,2455,PHO00
1037,2011_17_SEA_ARI,ARI,2416,PHO00
1038,2011_17_SF_STL,SF,1968,STL00
1039,2011_17_SF_STL,LA,2401,STL00
1040,2011_17_TB_ATL,ATL,1220,ATL00
1041,2011_17_TB_ATL,TB,2551,ATL00
1042,2011_17_TEN_HOU,TEN,2152,HOU00
1043,2011_17_TEN_HOU,HOU,2026,HOU00
1044,2011_17_WAS_PHI,PHI,2165,PHI00
1045,2011_17_WAS_PHI,WAS,2481,PHI00
1046,2011_18_ATL_NYG,NYG,1621,NYC01
1047,2011_18_ATL_NYG,ATL,2442,NYC01
1048,2011_18_CIN_HOU,HOU,1314,HOU00
1049,2011_18_CIN_HOU,CIN,2175,HOU00
1050,2011_18_DET_NO,DET,2359,NOR00
1051,2011_18_DET_NO,NO,2182,NOR00
1052,2011_18_PIT_DEN,PIT,2189,DEN00
1053,2011_18_PIT_DEN,DEN,1464,DEN00
1054,2011_19_DEN_NE,NE,1809,BOS00
1055,2011_19_DEN_NE,DEN,1894,BOS00
1056,2011_19_HOU_BAL,HOU,1875,BAL00
1057,2011_19_HOU_BAL,BAL,1952,BAL00
1058,2011_19_NO_SF,NO,3198,SFO00
1059,2011_19_NO_SF,SF,2600,SFO00
1060,2011_19_NYG_GB,NYG,1629,GNB00
1061,2011_19_NYG_GB,GB,2377,GNB00
1062,2011_20_BAL_NE,BAL,2009,BOS00
1063,2011_20_BAL_NE,NE,1762,BOS00
1064,2011_20_NYG_SF,SF,1946,SFO00
1065,2011_20_NYG_SF,NYG,3250,SFO00
1066,2011_21_NYG_NE,NYG,2339,IND00
1067,2011_21_NYG_NE,NE,2101,IND00
1068,2012_01_ATL_KC,ATL,1741,KAN00
1069,2012_01_ATL_KC,KC,2026,KAN00
